LINK,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=37542070b1f1557c,[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행 성남 분당구,,"다양한 프로그래밍 언어를 사용하여 개발/운영 경험이 있으신 분 (단, Java, Python 중 1개의 언어는 필수) · SQL, NoSQL 기반... 통신·모바일·게임>웹프로그래머> JAVA|인터넷·IT·통신·모바일·게임>웹프..."
https://kr.indeed.com/viewjob?jk=0184fd84022533a6,Datacenter Engineer,Oracle 3.8 서울,,"scripting ( Java, Perl, Ruby, C#... experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp..."
https://kr.indeed.com/viewjob?jk=b0e9252f0c2cf6ec,[개발]위메프패션 백엔드 개발자(정규직),위메프 2.3 대한민국,,"개발 프로그래머 [담당업무] - 위메프패션 서비스 백엔드 개발 [자격사항] - 백엔드개발 경력 3년 이상 - Java, Node.js, Python, Php, Ruby 중 하나 이상 백엔드 개발 경험이 있으신 분 - NoSql..."
https://kr.indeed.com/viewjob?jk=804805ad412946e0,전산개발 전문인력,KEB하나은행(구.하나은행) 대한민국,,"라. 담당업무 및 경력요건 - 담당업무 : 수탁업무시스템 개발 및 유지보수 ※ 전산개발 환경 : C언어, JAVA, JSP, Miplatform, PL/SQL, VB(Visual Basic), PowerBuilder - 경력..."
https://kr.indeed.com/viewjob?jk=5b0919c33e6c5c49,데이터 서비스 개발자,십일번가 서울 중구,,터넷·IT·통신·모바일·게임>통신·모바일>서비스기획·운영|무역·영업·판매·매장관리>기술영업>IT서비스·웹사이트구축|인터넷·IT·통신·모바일·게임>응용프로그래머> JAVA|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL
https://kr.indeed.com/viewjob?jk=d75fde90771aa757,Front 개발 및 퍼블리셔,더케어랩 서울 강남구,"연봉 26,000,000원 - 40,000,000원","사용 경험 - Git을 이용한 형상관리 경험자 • 개발 부문 인프라 - 서버 : Springboot, Java, AWS-ec2:linux - DB : RDS(mysql) / ElastiCache(redis) - 분석..."
https://kr.indeed.com/viewjob?jk=ecb3b8b41a0e7ea1,각 부문 경력 및 인턴사원,에이블씨엔씨 3.5 서울 금천구,,유지보수 - 관련경력 5년 이상 - Java Spring Framework... 업무 시스템 분석 및 컨설팅/구축업체 지원 - 관련경력 8~12년 - Java개발 가능자 - SAP 구축 및 운영 유경험자 - Database 에...
https://kr.indeed.com/viewjob?jk=0bfa88541b18525d,[KSTEC] 최적화 컨설턴트 신입 및 경력사원,지식시스템 성남 분당구,,선물 지급 인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC·ATL)|인터넷·IT·통신·모바일...
https://kr.indeed.com/viewjob?jk=5da21a35c78f92e8,"JAVA, 벡엔드 외 경력 정규직",비링크헬스케어 성남 분당구,,경기도 성남시 분당구 미금일로 90번길 32 웰파크 521호 인터넷·IT·통신·모바일·게임>웹프로그래머> JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>벡엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷...
https://kr.indeed.com/viewjob?jk=de44729f90fcae6e,AI 개발/Data Scientist/시스템 아키텍쳐/빅데이터엔지니어 경...,신한에이아이 서울 영등포구,,"프로그래밍 언어: Python, Java, R 등 [우대사항] - 관련... 02-2070-8236) 인터넷·IT·통신·모바일·게임>웹프로그래밍> JAVA|인터넷·IT·통신·모바일·게임>웹프로그래밍>PHP |인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=21f720e55bab4c8d,카카오톡 서버 개발자,카카오 4.2 성남 판교역,,"양한 앱서버와 DB, 캐시, MQ 등으로 구성된 시스템을 설계하고 주로 Java, Kotlin / Spring 프레임웍을 기반으로 하는 앱서버를 개발... 원자격 우대 사항 ✓ Spring/ Java 혹은 Spring/Kotlin..."
https://kr.indeed.com/viewjob?jk=6ddbad55cbd2cf61,"웹 개발자 - 자바, HTML5 기반 웹 서비스 개발",비컴솔루션 서울 강남구,,"하지 않으셨다면!! 상세 이력서 등록하기 지원양식 커리어 온라인 이력서 전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, JAVA, HTML 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=3e2a310c9dd0f693,[멜론] 빅데이터 서비스 개발자,카카오 4.2 성남 판교역,,"등)을 활용한 데이터 시각화 서비스 개발 지원자격 Spring Framework 개발 경력 3년 이상 Java 언어 능숙 자료구조, 알고리즘, OS, 네트워크, SQL의 기초 지식 보유 긍정적이고 원활한 커뮤니케이션..."
https://kr.indeed.com/viewjob?jk=b6f59044dc92aed7,직원 공고 (계약직 전산원),국립교통재활병원 양평 양평읍,,실무 경력 2년 이상 [우대사항] * 병원 OCS/EMR 개발 경력자 * 정보처리기사 자격 소지자 * JAVA 언어 개발 경력자 * 국가보훈대상자 우대 2.전형절차 - 1차(서류심사) 2차(면접) 3. 전형일정...
https://kr.indeed.com/viewjob?jk=e36af236652e8e9d,Data Analyst (CRM),Coupang 3.0 서울,,"Experience using a programming language (R, SAS, Python, Java, etc... automation, job scheduling, and statistical analysis..."
https://kr.indeed.com/viewjob?jk=fa839fed02943ef7,"Technical Specialist, Professional Servi...",Google 4.3 서울,,"one or more object-oriented programming language (e.g., Java, Python, etc.). Experience in mobile and web development best..."
https://kr.indeed.com/viewjob?jk=dd116fd9b4c64ff5,플랫포머스 웹 서비스 개발자,플랫포머스 서울 강남구,"연봉 40,000,000원 - 42,000,000원","기재 직무/산업 직무별(직종) 응용프로그래머VisualC, VisualC++, VisualBasic, C, C++, MFC, PowerBuilder, Java, .NET, Tuxedo 산업별(업종) 포털.컨텐츠.커뮤니티 포털"
https://kr.indeed.com/viewjob?jk=55dd3a1ce1248639,System Administrator 2-IT (Datacenter En...,Oracle 3.8 서울,,"scripting ( Java, Perl, Ruby, C#... experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp..."
https://kr.indeed.com/viewjob?jk=b2a06c4fe590ca1e,팟티서비스 웹개발(서버&프론트),아프리카TV 성남 분당구,,프론트) [자격요건] - 팟티서비스 PC/모바일 웹 서비스 개발 및 유지보수 [우대사항] 서버 - JAVA & Spring Framework 기반 웹서비스 개발 3년 이상이신 분 - Linux 플랫폼에서 웹서비스...
https://kr.indeed.com/viewjob?jk=8b5a6cd655ea4d15,웹프로그래머 대리과장급 여의도 국세청 상담센터 상주,HP 파트너로서 H/W 인프라 판매 및 구축 사업과 솔루션 개발 판매 유지보수 업무를 수행... 서울 여의도역,,"대리 or 과장 - 직책 : 팀원 • 수행업무 - 국세청 상담센터 상담 관리 유지보수 - 상담 화면 개발 - JAVA, JSP, 전자정부프레임워크 사용 • 자격요건 - 학력 : 대졸(4년제)/정보통신계열 - 경력 : 4..."
https://kr.indeed.com/viewjob?jk=19c64243dc570601,[개발]검색개발(서버/API) 담당자(정규직),위메프 2.3 대한민국,,자격사항] - Elastic Search/Solr/Lucene등 오픈소스 검색엔진 활용 개발 경험자 - Java/Spring 계열 개발 경험 4년 이상자(검색 개발 1년 이상) - MySQL 등 RDBMS 활용 가능자...
https://kr.indeed.com/viewjob?jk=a078a06da5949091,Solution Architect - Application Transfo...,Dell 4.0 서울,,implementation experience in – building Twelve-Factor You... Java expert... experience and familiarity building modern...
https://kr.indeed.com/viewjob?jk=8834d5ab7bd69d83,[스타트업] 몰인몰/쇼핑몰 구축 경험 웹개발자,히어로네이션 서울 강동구,,"원양식 커리어 온라인 이력서 전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, JAVA, MySQL 응용프로그래머전산전공, Linux, 안드로이드 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=355aaafb557ef231,[기술기획] 기술기획 개발자,한국카카오은행 성남 분당구,,"다양한 프로그래밍 언어를 사용하여 개발/운영 경험이 있는 분 (단, Java, Python 중 1개의 언어는 필수) · Frontend : SPA... 통신·모바일·게임>웹프로그래머> JAVA|인터넷·IT·통신·모바일·게임>웹프..."
https://kr.indeed.com/viewjob?jk=743e054ddb5d2fe1,2020 상반기 웹개발자 경력직,쉐어러스 서울 금천구,"연봉 34,000,000원 - 36,000,000원","지원양식 커리어 온라인 이력서 전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, ASP, JSP, JAVA 응용프로그래머응용프로그래머, 전산전공 산업별(업종) 포털.컨텐츠.커뮤니티 컨텐츠, 포털"
https://kr.indeed.com/viewjob?jk=5f3a399e83a81379,[개발]위메프오 서비스 서버개발자(정규직),위메프 2.3 대한민국,,"이상 경험자 - 서버 프로그래밍 언어 중 1개 이상 사용 가능자 : PHP, C/C++, Python, JAVA - 소프트웨어 기본지식 보유자(자료구조, 알고리즘, 분산처리 등) - 스토리지부터 프론트엔트까지 End2End..."
https://kr.indeed.com/viewjob?jk=eb3ea60c32fa486e,네이버 인플루언서검색 서비스 백엔드 개발자,네이버 대한민국,,Quality Practice (a.k.a 애자일 프랙티스 및 기술 실천법) [필요역량] - Java 기반 백엔드 프로그래밍 기본 지식을 보유하신 분 - 개발 표준 수립 및 구현 전략이 가능하신 분 - Spring...
https://kr.indeed.com/viewjob?jk=0ca5a9b1ac697fb3,"[인터랙션플랫폼(댓글, 투표, 공감)] 웹 서비스 개발자",카카오 4.2 성남 판교역,,통해 더 좋은 사용자 경험을 제공하는 서비스를 개발합니다. 지원자격 최소 자격 개발 경력 2년 이상 Java & Spring Framework 기반 웹서비스 개발 경험 Linux 플랫폼에서 웹 서비스 개발/운영 경험...
https://kr.indeed.com/viewjob?jk=915d3762ee523104,"[국내중견금융그룹] Java, Spring, Jsp의 개발자",FN executive search 서울,,"search JAVA, Spring, Jsp개발자 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] - 플랫폼 서비스(앱/웹) 기획 및 운영 관리 [자격요건] (필수조건) - Java, Spring 프레..."
https://kr.indeed.com/viewjob?jk=46d7a4d3e0c28f24,시스템/ICT 업무지원포탈 시스템 운영 경력사원,한화시스템/ICT 서울 을지로동,,"경험 및 업무 분석을 바탕으로 웹기반 업무 설계 및 개발 가능하신 분 Java, Spring Framework 기반 프로젝트 참여 및 운영 업무 경험... 내부통제 업무 경험 보유하신 분 Java 공통 모듈 개발 경험 보유하신 분..."
https://kr.indeed.com/viewjob?jk=455789938f82031e,[신입 및 경력] JAVA/JSP 개발자,블루라임커뮤니케이션즈 서울 강남구,,"학력 대학졸업(2,3년) 성별 무관 기타 담당업무 [신입 및 경력] JAVA/JSP 개발자 모집 커리어 양식 지원 아직 커리어에 이력서를 등록하지... 직무별(직종) 웹프로그래머JSP, JAVA 산업별(업종) 웹에이전시 웹에이전시"
https://kr.indeed.com/viewjob?jk=e787fde04b998e1a,게임이상탐지팀 서비스 개발자,Nexon 성남 분당구,,"하는 API 개발 - AWS 인프라 구축 및 운영업무 지원자격 - python, node.js, C#, Java등 한 가지 이상의 언어를 능숙히 사용 가능하신 분 - 관련 분야 5년 이상 경력 - AWS 클라우드 아키..."
https://kr.indeed.com/viewjob?jk=557b3d9aae378005,경력 및 신입직원,KIS채권평가 대한민국,,1) 신입~경력 5년 (2) 프로그래밍 가능자 (Excel/VBA/C/C++ 등) (3) Python/ Java 및 DB 관련직종 유 경험자 우대 (4) CUDA(GPU)/Tensorflow 관련직종 유 경험자 우대 (5...
https://kr.indeed.com/viewjob?jk=212ca67d161b7162,2020 Market Data Analyst - Seoul (Korean...,Bloomberg 서울,,"languages (e.g. Python, R, JavaScript, Java) Ability to recognize opportunities... R, JavaScript, Java) as well as SQL..."
https://kr.indeed.com/viewjob?jk=4bbabf3c2819419a,시스템/ICT 웹서비스 운영 경력사원,한화시스템/ICT 충청남도,,"대내 인터페이스 개발 및 관리) [자격요건] 프로그래밍 언어C#, .Net Framework, Java 등) 관련 경력 보유하신 분(3년 이상) 웹(HTML, CSS, Javascript 등) 관련 경력 보유하신 분(3년..."
https://kr.indeed.com/viewjob?jk=4be350065d9e0418,Exadata Technical Analyst 3-Support,Oracle 3.8 서울,,"customer issues l Programming language skill (C/C++, Java) l Knowledge of OS and networking technology (Unix or Linux, TCP..."
https://kr.indeed.com/viewjob?jk=67ca30c143379281,Data Scientist III,Amazon Web Services Korea LLC 서울,,"experience in software development in languages like Java, Python, Scala. Experience working with RESTful API and general..."
https://kr.indeed.com/viewjob?jk=600acd8e652a71de,신입8년차,매직소프트 서울 성수동,,"Java, Javasciprt, Srping,ExtJs 기반의 ERP 솔루... e포인트 최대 20만원) 매달 간식박스 명절 선물 연구소에 소속되어 Java 8, Spring4, myBatis 기반의 인사, 근태, 급여, 회계..."
https://kr.indeed.com/viewjob?jk=5c6723a17ad467f6,Solutions Architect - Amazon Connect,Amazon Web Services Korea LLC 서울,,"getting hands dirty with code/scripting (e.g, python, java, c#, .NET, Node.js) Amazon Web Services is looking for Solutions..."
https://kr.indeed.com/viewjob?jk=dc99822be718cfb3,[B마트] 안드로이드 개발자,우아한 형제들 서울 송파구,,"적용에 대한 경험이 있으신 분 - 각종 문제 해결 경험이 있으신 분 [개발환경] - 사용 언어 : Java , Kotlin - 주요 라이브러리: RxJava2, Retrofit2, OkHttp3, Glide, Room..."
https://kr.indeed.com/viewjob?jk=74ab26d9069f28bd,[글로벌 Vacuum Pump 제조사] BPI Specialist 경력직...,(주)씨앤에이코리아 천안 서북구,"연봉 40,000,000원 - 70,000,000원","an industry. - Programming Language skills (VBA, C++, Java, C#, .Net etc.) - Network, FTP, Data Base & Query - Smart..."
https://kr.indeed.com/viewjob?jk=bf64bff2c2347d3e,[해외취업] 오사카 종합기술직,엘트리 대한민국,"연봉 28,000,000원 - 72,000,000원","개발/프로그래밍/테스트 ・네트워크, 서버의 도입, 구축·운용 관리 ・업무계 시스템 개발/프로그래밍/테스트 · JAVA를 이용한 어플리케이션 개발/프로그래밍/테스트 등 화학계 엔지니어 ·연구개발 ·유기·무기합성 ·실험 등..."
https://kr.indeed.com/viewjob?jk=2b2ee3fa7ba0ca89,NEXACRO 개발자,국내 유명 한식프랜차이즈 인천 부평구,,"4000~5000 • 경력 5년 이상 • 자격요건 - Nexacro 개발 경력 3년 이상 - JSP, JAVA, 자바스크립트, MS-SQL 개발 경력자 - ERP 개발 및 유지보수 경력자 - 전산 관련 경력 및 자격증..."
https://kr.indeed.com/viewjob?jk=694647881aeef509,Business System Analyst,Amway Inc. 서울,,"functionalities and features... main Web browsers, HTML, Java, JSP and other web-based technologies. Be proficient..."
https://kr.indeed.com/viewjob?jk=10c546748b377609,웹(백엔드API)개발,디에스파트너즈그룹 성남 분당구,,"자격요건 Java 기반 웹 어플리케이션 서버 개발. 개발 경력 6년 이상 팀워크 업무 필수 필요역량 Git, Maven, Jenkins, CentOS 7.X Tomcat 8.0.x , 8.5.x Java 8이상 J..."
https://kr.indeed.com/viewjob?jk=0d195f29eca1932a,"금융기관 및 금융공기관 활용되는 금융공학모형의 개발, 구현 & 유지보수",한국리스크관리 서울 종로구,"연봉 30,000,000원","숙련자, 설계 유경험자 - 관련지식 또는 경험 보유자 - 프로그래밍 개발(Visual Basic, .net, JAVA 등) - Database(Oracle, MS-SQL 등) - 금융기관 관련 프로젝트 유경험자(1년~5년..."
https://kr.indeed.com/viewjob?jk=e56ca4fed8963d69,"소프트웨어 개발자 급구(JAVA,안드로이드,파이썬,C언어)",날다 경기도 군포,"연봉 35,000,000원 - 40,000,000원","[직무내용] ㅇ 소프트웨어 개발 및 운영 - JAVA,안드로이드,파이썬,C언어 ㅇ 인공지능(AI) 음성인식 관련 개발자(관련 전공 우대) [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소..."
https://kr.indeed.com/viewjob?jk=e620d8b4b000a53c,웹개발 파트리더 경력직,베이리스 성남 수정구,,담당업무 자격요건 인원 [담당업무] [웹 개발 파트 리더] - Java Spring Boot Framework 능숙자 - Javascript... 통신·모바일·게임>웹프로그래머> JAVA|인터넷·IT·통신·모바일·게임>웹프...
https://kr.indeed.com/viewjob?jk=4181bdc0350b50c7,IT Infra or App. Architecture(해외 금융법인 프로...,디에스파트너즈그룹 서울,,"대졸이상(전공무관) -영어: 중급이상(업무상 소통) -IT경력: UNIX, Java언어 기반 개발 경험 3년 이상 -업무경력:금융사 시스템 개발 또는... 리는점 양해바랍니다 인터넷·IT·통신·모바일·게임>응용프로그래머> JAVA"
https://kr.indeed.com/viewjob?jk=fcd709c5e2055fb2,[경력] 대기업관공서 JAVA 프로그래머,㈜루트시스템즈 서울,,인터넷·IT·통신·모바일·게임>웹프로그래머> JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>응용프로그래머> JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷...
https://kr.indeed.com/viewjob?jk=83eb442ec2fcbf43,보험 코어 솔루션 경력사원,한화시스템/ICT 서울 영등포구,,"이동 합니다. 전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 응용프로그래머응용프로그래머, 전산전공, Java 시스템프로그래머시스템프로그래머 HTML코딩.퍼블리셔자바스크립트, CSS, HTML5 산업별(업종) 전기..."
https://kr.indeed.com/viewjob?jk=d4d0562337d05524,유지보수가능한 Web개발자,인컴비트 서울 송파구,,"인컴비트주식회사 JAVA, JSP 외 경력 정규직, 계약직, 프리랜서 채용 모집부문 및 자격요건 담당업무 자격요건 인원 유지보수, JAVA개발 [근무... 통신·모바일·게임>웹프로그래머> JAVA|인터넷·IT·통신·모바일·게임>웹프..."
https://kr.indeed.com/viewjob?jk=194a28e271f583b3,[정규직/본사근무] PHP 웹 개발자 (경력),이랜서 서울 강남구,,"REST API, Python, goLang, CentOS, SVN - Java기반 웹 기술 보유 (Spring, JSP 등) - 웹 접근성... 통신·모바일·게임>웹프로그래밍> JAVA|인터넷·IT·통신·모바일·게임>웹프..."
https://kr.indeed.com/viewjob?jk=537a18c64eead68f,[개발]검색개발 팀장급(정규직),위메프 2.3 대한민국,,Elastic Search / Solr / Lucene / 상용엔진 등을 활용한 검색 개발 경험 필수 - Java / Spring 기반 개발 경험 필수 [우대사항] - 대규모 검색 트래픽 서비스 개발 경험 - 커머스...
https://kr.indeed.com/viewjob?jk=51d9924961038e6c,시스템개발자(개발아키텍트 수준의 기술 엔지니어) 경력 5년 이상자,뉴엣지 서울,,"[웹프로그래밍] - jsp, java, ASP / PHP 개발 능숙자 - HTML, JavaScript, css 능숙자 - MS SQL, Oracle... 구축 및 유지 가능자 인터넷·IT·통신·모바일·게임>웹프로그래밍> JAVA"
https://kr.indeed.com/viewjob?jk=ab157cc80acdbe96,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원 광주 북구,,블록체인 연구 1) 4 년제 대학 이상 졸업자 2) SW프로그래밍 제작 경험자 3) Python/C/ Java/Go 프로그래밍 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령에 의거하여 우대...
https://kr.indeed.com/viewjob?jk=2417d74d0740b1bc,JSP 웹 솔루션 개발 정규직 (경력),네오시큐 대전 관평동,"시급 8,590원","및 유지보수 - JSP 웹 솔루션 개발 - 근무부서 : 연구소 [자격요건] - 경력 : 경력 3년 이상 - Java, JSP - javascript (JQuery), HTML5, CSS [우대사항] - 컴퓨터/시스템공학..."
https://kr.indeed.com/viewjob?jk=b66bf511991b4441,금융사 WAS(운영시스템 기술진단 및 최적화 튜닝),디에스파트너즈그룹 서울,,"Apahce / WebtoB / OHS 운영시스템 기술진단 및 최적화 튜닝, 장애원인 분석 및 조치 업무 - JAVA/JVM 성능 튜닝 등 자격조건 -학력: 4년대졸 -금융권 근무경력자 전형과정 서류 - 면접 - 인성검사..."
https://kr.indeed.com/viewjob?jk=dc821489255954fd,Developer Advocate,SendBird 서울,,"one or more... following technologies: Objective-C, Java, Swift, JavaScript, and Python * Strong written and verbal..."
https://kr.indeed.com/viewjob?jk=842b81b319e55e7e,네이버 지식iN eXpert 서비스 백엔드 개발자,네이버 대한민국,,개발 - Quality Practice (a.k.a 애자일 프랙티스 및 기술 실천법) [필요역량] - Java 기반 백엔드 프로그래밍 기본 지식을 보유하신 분 - 개발 표준 수립 및 구현 전략이 가능하신 분 - Spring...
https://kr.indeed.com/viewjob?jk=48e3ddd0c4abd6c2,"[B마트, 배달플랫폼] 백엔드 시스템 개발자",우아한 형제들 서울 송파구,,키텍처 지식과 경험이 있으신 분 - 웹 프론트엔드 개발 능력과 UI에 대한 기본 지식과 경험이 있으신 분 - Java 외 플랫폼에도 익숙하신 분 [꼭 읽어 주세요!] - 지원 시 경력기술서(PDF형식) 필수 첨부 부탁 드립...
https://kr.indeed.com/viewjob?jk=0251e2321b09ce93,웹 개발자(경력),이롭게 서울특별시,,담당업무 웹서비스 프로그래밍 필수사항 Java 웹 프로그래밍 관련 기술에 대한 이해 Spring Framework 기술에 대한 이해 데이터베이스 관련 기술에 대한 이해(Oracle/PostgreSQL/MySQL) 프론트개발...
https://kr.indeed.com/viewjob?jk=68a77b227fca081d,파트별 경력 사원 (웹 개발/퍼블리싱),오엠인터랙티브 서울 성동구,,인터넷·IT·통신·모바일·게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>웹프로그래머> JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신...
